INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1996-044A","24208","PAYLOAD","ITALSAT 2","IT","1996-08-08","FRGUI","","1428.77","12.60","35747","35539","","","0","LARGE","7288","1996","44","A","Y","ITALSAT 2","1996-044A","24208"
"1997-049A","24931","PAYLOAD","W75/ABS-1B (HOT BIRD 3)","EUTE","1997-09-02","FRGUI","","1405.14","7.88","35308","35049","","","0","LARGE","7288","1997","49","A","Y","W75/ABS-1B (HOT BIRD 3)","1997-049A","24931"
"1997-049E","25353","ROCKET BODY","METEOSAT 7 AKM","ESA","1997-09-02","FRGUI","","1430.84","13.75","36010","35357","","","0","MEDIUM","7288","1997","49","E","Y","METEOSAT 7 AKM","1997-049E","25353"
"1997-065C","25021","ROCKET BODY","IABS R/B","US","1997-10-25","AFETR","","1425.00","14.48","35698","35440","","","0","LARGE","7289","1997","65","C","Y","IABS R/B","1997-065C","25021"
"2000-001C","26054","ROCKET BODY","IABS R/B","US","2000-01-21","AFETR","","1423.23","13.64","35607","35462","","","0","","7289","2000","1","C","Y","IABS R/B","2000-001C","26054"
"2000-013D","26101","ROCKET BODY","SL-12 R/B(2)","CIS","2000-03-12","TTMTR","","1429.03","13.73","35702","35594","","","0","LARGE","7288","2000","13","D","Y","SL-12 R/B(2)","2000-013D","26101"
"2000-065C","26577","ROCKET BODY","IABS R/B","US","2000-10-20","AFETR","","1423.23","13.29","35754","35315","","","0","","7289","2000","65","C","Y","IABS R/B","2000-065C","26577"
"2001-009B","26716","ROCKET BODY","TITAN 4 CENTAUR R/B","US","2001-02-27","AFETR","","1433.42","10.99","35802","35667","","","0","","7289","2001","9","B","Y","TITAN 4 CENTAUR R/B","2001-009B","26716"
"2001-037D","26895","ROCKET BODY","SL-12 R/B(2)","CIS","2001-08-24","TTMTR","","1434.86","11.33","35870","35654","","","0","LARGE","7288","2001","37","D","Y","SL-12 R/B(2)","2001-037D","26895"
"2002-040E","39998","DEBRIS","MSG 1 DEB (COOLER COVER)","EUME","2002-08-28","FRGUI","","1423.08","10.51","35560","35502","","","0","SMALL","7289","2002","40","E","Y","MSG 1 DEB (COOLER COVER)","2002-040E","39998"
"2002-040F","39999","DEBRIS","MSG 1 DEB (BAFFLE COVER)","EUME","2002-08-28","FRGUI","","1412.15","9.84","35685","34948","","3","0","SMALL","7071","2002","40","F","Y","MSG 1 DEB (BAFFLE COVER)","2002-040F","39999"
"2003-008C","27693","ROCKET BODY","IABS R/B","US","2003-03-11","AFETR","","1423.98","11.94","35603","35495","","","0","","7289","2003","8","C","Y","IABS R/B","2003-008C","27693"
"2003-012B","27712","ROCKET BODY","TITAN 4 CENTAUR R/B","US","2003-04-08","AFETR","","1431.58","8.59","35789","35607","","","0","","7289","2003","12","B","Y","TITAN 4 CENTAUR R/B","2003-012B","27712"
"2003-015A","27775","PAYLOAD","COSMOS 2397","CIS","2003-04-24","TTMTR","","1433.47","10.25","35929","35541","","","0","LARGE","7289","2003","15","A","Y","COSMOS 2397","2003-015A","27775"
"2003-040C","27877","ROCKET BODY","IABS R/B","US","2003-08-29","AFETR","","1429.34","11.64","35705","35604","","","0","","7289","2003","40","C","Y","IABS R/B","2003-040C","27877"
"2003-041B","27938","ROCKET BODY","TITAN 4B CENTAUR R/B","US","2003-09-09","AFETR","","1427.84","11.38","35779","35471","","","0","","7289","2003","41","B","Y","TITAN 4B CENTAUR R/B","2003-041B","27938"
"2003-043E","27951","PAYLOAD","INSAT 3E","IND","2003-09-27","FRGUI","","1428.59","4.67","35692","35587","","","0","LARGE","7289","2003","43","E","Y","INSAT 3E","2003-043E","27951"
"2004-015D","28240","ROCKET BODY","SL-12 R/B(2)","CIS","2004-04-26","TTMTR","","1429.87","11.38","35747","35582","","","0","LARGE","7288","2004","15","D","Y","SL-12 R/B(2)","2004-015D","28240"
"2004-042C","28491","ROCKET BODY","FENGYUN 2C AKM","PRC","2004-10-19","XSC","","1420.99","10.19","35594","35387","","","0","MEDIUM","7289","2004","42","C","Y","FENGYUN 2C AKM","2004-042C","28491"
"2005-023H","28704","ROCKET BODY","SL-12 R/B(2)","CIS","2005-06-24","TTMTR","","1428.52","10.55","35706","35570","","","0","LARGE","7287","2005","23","H","Y","SL-12 R/B(2)","2005-023H","28704"
"2005-049E","29106","DEBRIS","MSG 2 DEB (COOLER COVER)","EUME","2005-12-21","FRGUI","","1423.34","9.51","35551","35522","","","0","SMALL","7288","2005","49","E","Y","MSG 2 DEB (COOLER COVER)","2005-049E","29106"
"2005-049F","29676","DEBRIS","MSG 2 DEB (BAFFLE COVER)","EUME","2005-12-21","FRGUI","","1408.55","8.44","35408","35084","","3","0","SMALL","7273","2005","49","F","Y","MSG 2 DEB (BAFFLE COVER)","2005-049F","29676"
"2006-022D","29233","ROCKET BODY","SL-12 R/B(2)","CIS","2006-06-17","TTMTR","","1425.71","9.83","35813","35353","","","0","LARGE","7289","2006","22","D","Y","SL-12 R/B(2)","2006-022D","29233"
"2008-066C","33465","ROCKET BODY","FENGYUN 2E AKM","PRC","2008-12-23","XSC","","1410.43","5.52","35434","35131","","","0","LARGE","7287","2008","66","C","Y","FENGYUN 2E AKM","2008-066C","33465"
"2011-001B","37345","ROCKET BODY","FREGAT R/B","CIS","2011-01-20","TTMTR","","1400.76","6.01","35760","34424","","","0","LARGE","7289","2011","1","B","Y","FREGAT R/B","2011-001B","37345"
"2012-012A","38101","PAYLOAD","COSMOS 2479","CIS","2012-03-30","TTMTR","","1434.34","3.74","35785","35720","","","0","LARGE","7289","2012","12","A","Y","COSMOS 2479","2012-012A","38101"
"2012-012D","38104","ROCKET BODY","SL-12 R/B(2)","CIS","2012-03-30","TTMTR","","1434.40","3.71","35812","35695","","","0","MEDIUM","7289","2012","12","D","Y","SL-12 R/B(2)","2012-012D","38104"
"2012-035E","40871","DEBRIS","MSG 3 DEB (COOLER COVER)","EUME","2012-07-05","FRGUI","","1418.47","4.50","35572","35309","","","0","SMALL","7289","2012","35","E","Y","MSG 3 DEB (COOLER COVER)","2012-035E","40871"
"2012-035F","40872","DEBRIS","MSG 3 DEB (BAFFLE COVER)","EUME","2012-07-05","FRGUI","","1401.60","4.39","35481","34736","","","0","SMALL","7275","2012","35","F","Y","MSG 3 DEB (BAFFLE COVER)","2012-035F","40872"
"2014-043B","40100","PAYLOAD","USA 254","US","2014-07-28","AFETR","","1433.62","0.17","35741","35735","","","0","","7225","2014","43","B","Y","USA 254","2014-043B","40100"
"2015-034E","40989","DEBRIS","MSG 4 DEB (COOLER COVER)","EUME","2015-07-15","FRGUI","","1418.21","1.72","35568","35303","","","0","SMALL","7288","2015","34","E","Y","MSG 4 DEB (COOLER COVER)","2015-034E","40989"
"2015-034F","40990","DEBRIS","MSG 4 DEB (BAFFLE COVER)","EUME","2015-07-15","FRGUI","","1402.77","1.69","35446","34817","","","0","SMALL","7289","2015","34","F","Y","MSG 4 DEB (BAFFLE COVER)","2015-034F","40990"
"2015-075J","41548","DEBRIS","BREEZE-M DEB","CIS","2015-12-13","TTMTR","","1409.07","3.67","36805","33707","","","0","SMALL","7289","2015","75","J","Y","BREEZE-M DEB","2015-075J","41548"
"2016-004A","41308","PAYLOAD","INTELSAT 29E","ITSO","2016-01-27","FRGUI","","1430.97","0.91","35753","35619","","","0","LARGE","7287","2016","4","A","Y","INTELSAT 29E","2016-004A","41308"
"2016-004D","45488","DEBRIS","INTELSAT 29E DEB","ITSO","2016-01-27","FRGUI","","1430.84","0.94","36083","35284","","","0","","7289","2016","4","D","Y","INTELSAT 29E DEB","2016-004D","45488"
"2018-036D","43342","DEBRIS","ATLAS CENTAUR DEB","US","2018-04-14","AFETR","","1407.30","1.66","35285","35157","","","0","","7289","2018","36","D","Y","ATLAS CENTAUR DEB","2018-036D","43342"
"2018-036E","43445","PAYLOAD","USA 285","US","2018-04-14","AFETR","","1410.21","1.67","35307","35249","","","0","","7289","2018","36","E","Y","USA 285","2018-036E","43445"
"2018-036F","43446","PAYLOAD","USA 286","US","2018-04-14","AFETR","","1410.11","1.67","35305","35248","","","0","","7286","2018","36","F","Y","USA 286","2018-036F","43446"
