INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1969-013M","43454","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1400.18","4.88","37338","32823","","","0","","7289","1969","13","M","Y","TITAN 3C TRANSTAGE DEB","1969-013M","43454"
"1970-055A","4478","PAYLOAD","INTELSAT 3-F8","ITSO","1970-07-23","AFETR","","1408.08","0.33","36615","33858","","","0","LARGE","7289","1970","55","A","Y","INTELSAT 3-F8","1970-055A","4478"
"1970-069B","27787","ROCKET BODY","ATLAS AGENA R/B","US","1970-09-01","AFETR","","1415.81","10.08","41296","29481","","","0","","7289","1970","69","B","Y","ATLAS AGENA R/B","1970-069B","27787"
"1972-101B","6318","ROCKET BODY","ATLAS AGENA R/B","US","1972-12-20","AFETR","","1407.43","13.42","40216","30231","","","0","","7289","1972","101","B","Y","ATLAS AGENA R/B","1972-101B","6318"
"1974-039A","7318","PAYLOAD","ATS 6","US","1974-05-30","AFETR","","1412.05","7.46","35418","35212","","","0","LARGE","7289","1974","39","A","Y","ATS 6","1974-039A","7318"
"1975-055B","7964","ROCKET BODY","ATLAS AGENA R/B","US","1975-06-18","AFETR","","1410.53","14.65","40789","29780","","","0","","7288","1975","55","B","Y","ATLAS AGENA R/B","1975-055B","7964"
"1975-100F","20962","ROCKET BODY","GOES 1 AKM","US","1975-10-16","AFETR","","1412.67","7.84","36567","34087","","","0","MEDIUM","7289","1975","100","F","Y","GOES 1 AKM","1975-100F","20962"
"1976-023K","13753","DEBRIS","LES 8 9/SOL 11A B DEB *","US","1976-03-15","AFETR","","1420.96","10.16","35511","35468","","","0","LARGE","7288","1976","23","K","Y","LES 8 9/SOL 11A B DEB *","1976-023K","13753"
"1976-107F","11569","ROCKET BODY","SL-12 R/B(2)","CIS","1976-10-26","TTMTR","","1419.34","8.31","35509","35407","","","0","LARGE","7288","1976","107","F","Y","SL-12 R/B(2)","1976-107F","11569"
"1977-038C","15422","ROCKET BODY","ATLAS AGENA R/B(2)","US","1977-05-23","AFETR","","1407.14","9.71","41529","28906","","","0","","7289","1977","38","C","Y","ATLAS AGENA R/B(2)","1977-038C","15422"
"1977-092G","11571","ROCKET BODY","SL-12 R/B(2)","CIS","1977-09-20","TTMTR","","1421.71","9.04","35554","35455","","","0","LARGE","7289","1977","92","G","Y","SL-12 R/B(2)","1977-092G","11571"
"1978-118C","11926","ROCKET BODY","SL-12 R/B(2)","CIS","1978-12-19","TTMTR","","1417.30","11.67","50156","20680","","","0","LARGE","7289","1978","118","C","Y","SL-12 R/B(2)","1978-118C","11926"
"1979-007A","11256","PAYLOAD","SCATHA","US","1979-01-30","AFETR","","1418.31","15.04","42776","28100","","","0","LARGE","7289","1979","7","A","Y","SCATHA","1979-007A","11256"
"1979-007C","29000","ROCKET BODY","SCATHA AKM","US","1979-01-30","AFETR","","1417.46","14.99","42679","28163","","","0","SMALL","7289","1979","7","C","Y","SCATHA AKM","1979-007C","29000"
"1979-015D","13900","ROCKET BODY","SL-12 R/B(2)","CIS","1979-02-21","TTMTR","","1420.98","9.79","35517","35463","","","0","LARGE","7287","1979","15","D","Y","SL-12 R/B(2)","1979-015D","13900"
"1980-060F","14193","ROCKET BODY","SL-12 R/B(2)","CIS","1980-07-15","TTMTR","","1417.21","10.37","35476","35356","","","0","LARGE","7289","1980","60","F","Y","SL-12 R/B(2)","1980-060F","14193"
"1980-104E","12471","ROCKET BODY","SL-12 R/B(2)","CIS","1980-12-26","TTMTR","","1420.95","10.68","35626","35353","","","0","LARGE","7288","1980","104","E","Y","SL-12 R/B(2)","1980-104E","12471"
"1981-025C","12371","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1981-03-16","AFETR","","1420.99","11.43","35700","35281","","","0","","7288","1981","25","C","Y","TITAN 3C TRANSTAGE R/B","1981-025C","12371"
"1982-019B","13089","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1982-03-06","AFETR","","1422.10","12.13","35574","35451","","","0","","7289","1982","19","B","Y","TITAN 3C TRANSTAGE R/B","1982-019B","13089"
"1982-093F","14115","ROCKET BODY","SL-12 R/B(2)","CIS","1982-09-16","TTMTR","","1422.12","11.31","35524","35501","","","0","LARGE","7289","1982","93","F","Y","SL-12 R/B(2)","1982-093F","14115"
"1983-016F","14086","ROCKET BODY","SL-12 R/B(2)","CIS","1983-03-12","TTMTR","","1424.30","11.46","35605","35506","","","0","LARGE","7288","1983","16","F","Y","SL-12 R/B(2)","1983-016F","14086"
"1984-028F","15139","ROCKET BODY","SL-12 R/B(2)","CIS","1984-03-16","TTMTR","","1419.69","11.64","35558","35371","","","0","LARGE","7289","1984","28","F","Y","SL-12 R/B(2)","1984-028F","15139"
"1984-037B","14931","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1984-04-14","AFETR","","1423.39","12.87","35653","35422","","","0","","7285","1984","37","B","Y","TITAN 34D TRANSTAGE R/B","1984-037B","14931"
"1984-090F","17875","ROCKET BODY","SL-12 R/B(2)","CIS","1984-08-24","TTMTR","","1422.10","12.13","35588","35437","","","0","LARGE","7286","1984","90","F","Y","SL-12 R/B(2)","1984-090F","17875"
"1984-129B","15454","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1984-12-22","AFETR","","1423.47","14.01","35554","35524","","","0","","7287","1984","129","B","Y","TITAN 34D TRANSTAGE R/B","1984-129B","15454"
"1985-024D","15630","ROCKET BODY","SL-12 R/B(2)","CIS","1985-03-22","TTMTR","","1422.49","12.40","35567","35473","","","0","LARGE","7288","1985","24","D","Y","SL-12 R/B(2)","1985-024D","15630"
"1985-092E","16119","ROCKET BODY","IUS R/B(2)","US","1985-10-03","AFETR","","1424.55","13.85","35805","35316","","","0","","7289","1985","92","E","Y","IUS R/B(2)","1985-092E","16119"
"1986-038D","16732","ROCKET BODY","SL-12 R/B(2)","CIS","1986-05-24","TTMTR","","1420.51","12.65","35571","35391","","","0","LARGE","7289","1986","38","D","Y","SL-12 R/B(2)","1986-038D","16732"
"1987-073D","18331","ROCKET BODY","SL-12 R/B(2)","CIS","1987-09-03","TTMTR","","1420.33","13.07","35556","35399","","","0","LARGE","7289","1987","73","D","Y","SL-12 R/B(2)","1987-073D","18331"
"1987-097B","18584","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1987-11-29","AFETR","","1422.32","13.14","35528","35505","","","0","","7288","1987","97","B","Y","TITAN 34D TRANSTAGE R/B","1987-097B","18584"
"1988-036E","19094","ROCKET BODY","SL-12 R/B(2)","CIS","1988-05-06","TTMTR","","1424.17","13.41","35647","35459","","","0","LARGE","7289","1988","36","E","Y","SL-12 R/B(2)","1988-036E","19094"
"1988-108D","19686","ROCKET BODY","SL-12 R/B(2)","CIS","1988-12-10","TTMTR","","1418.47","13.93","35496","35386","","","0","LARGE","7286","1988","108","D","Y","SL-12 R/B(2)","1988-108D","19686"
"1989-046D","20069","ROCKET BODY","IUS R/B(2)","US","1989-06-14","AFETR","","1421.55","13.98","35699","35304","","","0","","7289","1989","46","D","Y","IUS R/B(2)","1989-046D","20069"
"1989-053A","20122","PAYLOAD","OLYMPUS 1","ESA","1989-07-12","FRGUI","","1420.58","14.43","35541","35424","","","0","LARGE","7287","1989","53","A","Y","OLYMPUS 1","1989-053A","20122"
"1989-069D","20205","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1989-09-04","AFETR","","1422.34","13.87","35809","35225","","","0","","7289","1989","69","D","Y","TITAN 34D TRANSTAGE R/B","1989-069D","20205"
"1991-080D","21807","ROCKET BODY","IUS R/B(2)","US","1991-11-24","AFETR","","1421.82","14.78","35605","35409","","","0","","7289","1991","80","D","Y","IUS R/B(2)","1991-080D","21807"
"1992-017D","21925","ROCKET BODY","SL-12 R/B(2)","CIS","1992-04-02","TTMTR","","1424.56","14.61","35672","35449","","","0","LARGE","7289","1992","17","D","Y","SL-12 R/B(2)","1992-017D","21925"
"1992-037C","22011","ROCKET BODY","IABS R/B","US","1992-07-02","AFETR","","1416.62","14.23","35507","35302","","","0","","7289","1992","37","C","Y","IABS R/B","1992-037C","22011"
"1992-074D","22213","ROCKET BODY","SL-12 R/B(2)","CIS","1992-10-30","TTMTR","","1423.70","14.57","35642","35446","","","0","LARGE","7288","1992","74","D","Y","SL-12 R/B(2)","1992-074D","22213"
"1993-046C","22738","ROCKET BODY","IABS R/B","US","1993-07-19","AFETR","","1409.87","14.34","35635","34908","","","0","","7288","1993","46","C","Y","IABS R/B","1993-046C","22738"
"1994-084D","23438","ROCKET BODY","IUS R/B(2)","US","1994-12-22","AFETR","","1423.14","14.26","35552","35514","","","0","","6916","1994","84","D","Y","IUS R/B(2)","1994-084D","23438"
"1995-011D","23524","ROCKET BODY","HIMAWARI 5 AKM","JPN","1995-03-18","TNSTA","","1422.16","14.35","36462","34565","","","0","MEDIUM","7289","1995","11","D","Y","HIMAWARI 5 AKM","1995-011D","23524"
"1995-038C","23648","ROCKET BODY","ATLAS 2 CENTAUR R/B(2)","US","1995-07-31","AFETR","","1421.95","14.75","35574","35445","","","0","","7289","1995","38","C","Y","ATLAS 2 CENTAUR R/B(2)","1995-038C","23648"
"1995-062A","23715","PAYLOAD","ISO","ESA","1995-11-17","FRGUI","","1411.56","0.66","70040","570","","","0","LARGE","7289","1995","62","A","Y","ISO","1995-062A","23715"
"1997-049A","24931","PAYLOAD","W75/ABS-1B (HOT BIRD 3)","EUTE","1997-09-02","FRGUI","","1405.14","7.88","35308","35049","","","0","LARGE","7288","1997","49","A","Y","W75/ABS-1B (HOT BIRD 3)","1997-049A","24931"
"1997-065C","25021","ROCKET BODY","IABS R/B","US","1997-10-25","AFETR","","1425.00","14.48","35698","35440","","","0","LARGE","7289","1997","65","C","Y","IABS R/B","1997-065C","25021"
"2000-001C","26054","ROCKET BODY","IABS R/B","US","2000-01-21","AFETR","","1423.23","13.64","35607","35462","","","0","","7289","2000","1","C","Y","IABS R/B","2000-001C","26054"
"2000-065C","26577","ROCKET BODY","IABS R/B","US","2000-10-20","AFETR","","1423.23","13.29","35754","35315","","","0","","7289","2000","65","C","Y","IABS R/B","2000-065C","26577"
"2002-040E","39998","DEBRIS","MSG 1 DEB (COOLER COVER)","EUME","2002-08-28","FRGUI","","1423.08","10.51","35560","35502","","","0","SMALL","7289","2002","40","E","Y","MSG 1 DEB (COOLER COVER)","2002-040E","39998"
"2002-040F","39999","DEBRIS","MSG 1 DEB (BAFFLE COVER)","EUME","2002-08-28","FRGUI","","1412.15","9.84","35685","34948","","3","0","SMALL","7071","2002","40","F","Y","MSG 1 DEB (BAFFLE COVER)","2002-040F","39999"
"2003-008C","27693","ROCKET BODY","IABS R/B","US","2003-03-11","AFETR","","1423.98","11.94","35603","35495","","","0","","7289","2003","8","C","Y","IABS R/B","2003-008C","27693"
"2004-042C","28491","ROCKET BODY","FENGYUN 2C AKM","PRC","2004-10-19","XSC","","1420.99","10.19","35594","35387","","","0","MEDIUM","7289","2004","42","C","Y","FENGYUN 2C AKM","2004-042C","28491"
"2005-049E","29106","DEBRIS","MSG 2 DEB (COOLER COVER)","EUME","2005-12-21","FRGUI","","1423.34","9.51","35551","35522","","","0","SMALL","7288","2005","49","E","Y","MSG 2 DEB (COOLER COVER)","2005-049E","29106"
"2005-049F","29676","DEBRIS","MSG 2 DEB (BAFFLE COVER)","EUME","2005-12-21","FRGUI","","1408.55","8.44","35408","35084","","3","0","SMALL","7273","2005","49","F","Y","MSG 2 DEB (BAFFLE COVER)","2005-049F","29676"
"2008-066C","33465","ROCKET BODY","FENGYUN 2E AKM","PRC","2008-12-23","XSC","","1410.43","5.52","35434","35131","","","0","LARGE","7287","2008","66","C","Y","FENGYUN 2E AKM","2008-066C","33465"
"2011-001B","37345","ROCKET BODY","FREGAT R/B","CIS","2011-01-20","TTMTR","","1400.76","6.01","35760","34424","","","0","LARGE","7289","2011","1","B","Y","FREGAT R/B","2011-001B","37345"
"2012-035E","40871","DEBRIS","MSG 3 DEB (COOLER COVER)","EUME","2012-07-05","FRGUI","","1418.47","4.50","35572","35309","","","0","SMALL","7289","2012","35","E","Y","MSG 3 DEB (COOLER COVER)","2012-035E","40871"
"2012-035F","40872","DEBRIS","MSG 3 DEB (BAFFLE COVER)","EUME","2012-07-05","FRGUI","","1401.60","4.39","35481","34736","","","0","SMALL","7275","2012","35","F","Y","MSG 3 DEB (BAFFLE COVER)","2012-035F","40872"
"2015-034E","40989","DEBRIS","MSG 4 DEB (COOLER COVER)","EUME","2015-07-15","FRGUI","","1418.21","1.72","35568","35303","","","0","SMALL","7288","2015","34","E","Y","MSG 4 DEB (COOLER COVER)","2015-034E","40989"
"2015-034F","40990","DEBRIS","MSG 4 DEB (BAFFLE COVER)","EUME","2015-07-15","FRGUI","","1402.77","1.69","35446","34817","","","0","SMALL","7289","2015","34","F","Y","MSG 4 DEB (BAFFLE COVER)","2015-034F","40990"
"2015-075J","41548","DEBRIS","BREEZE-M DEB","CIS","2015-12-13","TTMTR","","1409.07","3.67","36805","33707","","","0","SMALL","7289","2015","75","J","Y","BREEZE-M DEB","2015-075J","41548"
"2018-036D","43342","DEBRIS","ATLAS CENTAUR DEB","US","2018-04-14","AFETR","","1407.30","1.66","35285","35157","","","0","","7289","2018","36","D","Y","ATLAS CENTAUR DEB","2018-036D","43342"
"2018-036E","43445","PAYLOAD","USA 285","US","2018-04-14","AFETR","","1410.21","1.67","35307","35249","","","0","","7289","2018","36","E","Y","USA 285","2018-036E","43445"
"2018-036F","43446","PAYLOAD","USA 286","US","2018-04-14","AFETR","","1410.11","1.67","35305","35248","","","0","","7286","2018","36","F","Y","USA 286","2018-036F","43446"
