INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1968-081AH","39297","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1434.84","4.78","36779","34745","","","0","SMALL","7289","1968","81","AH","Y","TITAN 3C TRANSTAGE DEB","1968-081AH","39297"
"1968-081AJ","39298","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1437.92","4.74","36549","35095","","","0","SMALL","7289","1968","81","AJ","Y","TITAN 3C TRANSTAGE DEB","1968-081AJ","39298"
"1968-081AK","39299","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1434.28","4.76","36311","35191","","","0","SMALL","7287","1968","81","AK","Y","TITAN 3C TRANSTAGE DEB","1968-081AK","39299"
"1968-081C","3430","PAYLOAD","ERS 21 (OV5-4)","US","1968-09-26","AFETR","","1435.75","3.00","35785","35775","","3","0","SMALL","6151","1968","81","C","Y","ERS 21 (OV5-4)","1968-081C","3430"
"1968-081D","3431","PAYLOAD","LES 6","US","1968-09-26","AFETR","","1436.38","4.47","35836","35748","","","0","LARGE","7289","1968","81","D","Y","LES 6","1968-081D","3431"
"1968-081E","3432","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1968-09-26","AFETR","","1418.45","3.86","35867","35014","","","0","LARGE","7289","1968","81","E","Y","TITAN 3C TRANSTAGE R/B","1968-081E","3432"
"1968-081G","25000","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1425.30","4.07","36094","35056","","","0","MEDIUM","7288","1968","81","G","Y","TITAN 3C TRANSTAGE DEB","1968-081G","25000"
"1968-081H","25001","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1415.95","3.74","35693","35090","","","0","SMALL","7289","1968","81","H","Y","TITAN 3C TRANSTAGE DEB","1968-081H","25001"
"1968-081J","30000","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1427.11","4.10","36162","35059","","","0","SMALL","7289","1968","81","J","Y","TITAN 3C TRANSTAGE DEB","1968-081J","30000"
"1968-081K","33509","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1410.66","3.84","35529","35045","","","0","SMALL","7289","1968","81","K","Y","TITAN 3C TRANSTAGE DEB","1968-081K","33509"
"1968-081L","33510","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1413.91","3.71","35639","35063","","","0","SMALL","7289","1968","81","L","Y","TITAN 3C TRANSTAGE DEB","1968-081L","33510"
"1968-081M","33511","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1429.01","4.37","36212","35084","","","0","SMALL","7289","1968","81","M","Y","TITAN 3C TRANSTAGE DEB","1968-081M","33511"
"1968-081N","33512","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1426.89","4.01","36592","34620","","","0","SMALL","7289","1968","81","N","Y","TITAN 3C TRANSTAGE DEB","1968-081N","33512"
"1968-081P","33513","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1420.18","3.82","35866","35083","","","0","SMALL","7288","1968","81","P","Y","TITAN 3C TRANSTAGE DEB","1968-081P","33513"
"1968-081Q","38690","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1449.74","4.88","37230","34876","","","0","SMALL","7289","1968","81","Q","Y","TITAN 3C TRANSTAGE DEB","1968-081Q","38690"
"1968-081R","38691","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1429.91","3.63","36511","34820","","","0","SMALL","7289","1968","81","R","Y","TITAN 3C TRANSTAGE DEB","1968-081R","38691"
"1968-081S","38692","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1451.60","4.90","37524","34655","","","0","SMALL","7289","1968","81","S","Y","TITAN 3C TRANSTAGE DEB","1968-081S","38692"
"1968-081T","38693","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1400.48","2.56","35525","34648","","","0","SMALL","7288","1968","81","T","Y","TITAN 3C TRANSTAGE DEB","1968-081T","38693"
"1968-081V","38695","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1449.25","4.58","38036","34051","","1","0","SMALL","7288","1968","81","V","Y","TITAN 3C TRANSTAGE DEB","1968-081V","38695"
"1968-081W","38696","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1447.33","4.44","36940","35072","","","0","SMALL","7289","1968","81","W","Y","TITAN 3C TRANSTAGE DEB","1968-081W","38696"
"1968-081X","38697","DEBRIS","TITAN 3C TRANSTAGE DEB *","US","1968-09-26","AFETR","","1419.34","3.16","38887","32029","","","0","SMALL","7289","1968","81","X","Y","TITAN 3C TRANSTAGE DEB *","1968-081X","38697"
"1968-081Z","38699","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1427.73","4.10","36044","35201","","","0","SMALL","7283","1968","81","Z","Y","TITAN 3C TRANSTAGE DEB","1968-081Z","38699"
"1969-013A","3691","PAYLOAD","OPS 0757 (TACSAT)","US","1969-02-09","AFETR","","1433.95","2.79","35806","35683","","","0","MEDIUM","7288","1969","13","A","Y","OPS 0757 (TACSAT)","1969-013A","3691"
"1969-013B","3692","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1969-02-09","AFETR","","1476.38","4.51","37297","35846","","","0","LARGE","7289","1969","13","B","Y","TITAN 3C TRANSTAGE R/B","1969-013B","3692"
"1969-013E","43284","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1480.98","4.50","37293","36028","","","0","","7289","1969","13","E","Y","TITAN 3C TRANSTAGE DEB","1969-013E","43284"
"1969-013G","43447","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1482.43","4.57","37287","36090","","","0","","7289","1969","13","G","Y","TITAN 3C TRANSTAGE DEB","1969-013G","43447"
"1969-013H","43448","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1459.34","4.99","37395","35085","","1","0","","7224","1969","13","H","Y","TITAN 3C TRANSTAGE DEB","1969-013H","43448"
"1969-013J","43449","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1490.81","4.45","37408","36294","","","0","","7289","1969","13","J","Y","TITAN 3C TRANSTAGE DEB","1969-013J","43449"
"1969-013M","43454","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1400.18","4.88","37338","32823","","","0","","7289","1969","13","M","Y","TITAN 3C TRANSTAGE DEB","1969-013M","43454"
"1969-013S","43514","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1472.27","4.35","37407","35576","","","0","","7289","1969","13","S","Y","TITAN 3C TRANSTAGE DEB","1969-013S","43514"
"1969-013U","43516","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1492.06","4.35","37321","36429","","","0","","7289","1969","13","U","Y","TITAN 3C TRANSTAGE DEB","1969-013U","43516"
"1969-069A","4068","PAYLOAD","ATS 5","US","1969-08-12","AFETR","","1447.32","5.63","36021","35991","","","0","LARGE","7289","1969","69","A","Y","ATS 5","1969-069A","4068"
"1969-069C","21052","ROCKET BODY","ATS 5 AKM","US","1969-08-12","AFETR","","1466.69","6.33","36897","35869","","","0","MEDIUM","7289","1969","69","C","Y","ATS 5 AKM","1969-069C","21052"
"1969-101A","4250","PAYLOAD","SKYNET 1","UK","1969-11-22","AFETR","","1436.05","5.21","35867","35704","","","0","LARGE","7286","1969","101","A","Y","SKYNET 1","1969-101A","4250"
"1970-003A","4297","PAYLOAD","INTELSAT 3-F6","ITSO","1970-01-15","AFETR","","1452.21","4.66","36157","36046","","","0","LARGE","7289","1970","3","A","Y","INTELSAT 3-F6","1970-003A","4297"
"1970-021A","4353","PAYLOAD","NATO 2A","NATO","1970-03-20","AFETR","","1436.22","5.91","35795","35783","","","0","LARGE","7286","1970","21","A","Y","NATO 2A","1970-021A","4353"
"1970-032A","4376","PAYLOAD","INTELSAT 3-F7","ITSO","1970-04-23","AFETR","","1436.56","3.33","35811","35780","","","0","SMALL","7289","1970","32","A","Y","INTELSAT 3-F7","1970-032A","4376"
"1970-046A","4418","PAYLOAD","OPS 5346","US","1970-06-19","AFETR","","1435.80","3.58","35796","35766","","","0","","7286","1970","46","A","Y","OPS 5346","1970-046A","4418"
"1970-046B","4511","ROCKET BODY","ATLAS AGENA D R/B","US","1970-06-19","AFETR","","1433.59","3.97","35877","35598","","","0","","7288","1970","46","B","Y","ATLAS AGENA D R/B","1970-046B","4511"
"1970-055A","4478","PAYLOAD","INTELSAT 3-F8","ITSO","1970-07-23","AFETR","","1408.08","0.33","36615","33858","","","0","LARGE","7289","1970","55","A","Y","INTELSAT 3-F8","1970-055A","4478"
"1970-069A","4510","PAYLOAD","OPS 7329","US","1970-09-01","AFETR","","1436.15","11.37","39539","32036","","","0","","7288","1970","69","A","Y","OPS 7329","1970-069A","4510"
"1970-069B","27787","ROCKET BODY","ATLAS AGENA R/B","US","1970-09-01","AFETR","","1415.81","10.08","41296","29481","","","0","","7289","1970","69","B","Y","ATLAS AGENA R/B","1970-069B","27787"
"1971-000E","5310","DEBRIS","US UNKNOWN 1 DEB","US","1971-01-01","AFETR","1990-09-26","1436.70","1.20","35795","35763","","4","0","","1","1971","0","E","Y","US UNKNOWN 1 DEB","1971-000E","5310"
"1971-006A","4881","PAYLOAD","INTELSAT 4-F2","ITSO","1971-01-26","AFETR","","1456.91","9.92","36262","36124","","","0","LARGE","7289","1971","6","A","Y","INTELSAT 4-F2","1971-006A","4881"
"1971-009A","4902","PAYLOAD","NATO 2B","NATO","1971-02-03","AFETR","","1436.09","6.77","35807","35766","","","0","LARGE","7288","1971","9","A","Y","NATO 2B","1971-009A","4902"
"1971-039A","5204","PAYLOAD","OPS 3811","US","1971-05-05","AFETR","","1466.96","5.46","36473","36305","","","0","","7289","1971","39","A","Y","OPS 3811","1971-039A","5204"
"1971-095A","5587","PAYLOAD","OPS 9431 (DSCS 2-1)","US","1971-11-03","AFETR","","1435.97","7.22","35790","35779","","","0","LARGE","7289","1971","95","A","Y","OPS 9431 (DSCS 2-1)","1971-095A","5587"
"1971-095B","5588","PAYLOAD","OPS 9432 (DSCS 2-2)","US","1971-11-03","AFETR","","1436.97","7.18","35828","35779","","","0","LARGE","7289","1971","95","B","Y","OPS 9432 (DSCS 2-2)","1971-095B","5588"
"1971-095C","5589","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1971-11-03","AFETR","","1481.64","9.02","37354","35993","","","0","LARGE","7289","1971","95","C","Y","TITAN 3C TRANSTAGE R/B","1971-095C","5589"
"1971-116A","5709","PAYLOAD","INTELSAT 4-F3","ITSO","1971-12-20","AFETR","","1445.39","11.56","36030","35907","","","0","LARGE","7289","1971","116","A","Y","INTELSAT 4-F3","1971-116A","5709"
"1972-003A","5775","PAYLOAD","INTELSAT 4-F4","ITSO","1972-01-23","AFETR","","1442.42","11.77","35936","35884","","","0","LARGE","7289","1972","3","A","Y","INTELSAT 4-F4","1972-003A","5775"
"1972-010A","5851","PAYLOAD","OPS 1570","US","1972-03-01","AFETR","","1443.24","5.29","35957","35896","","","0","","7289","1972","10","A","Y","OPS 1570","1972-010A","5851"
"1972-010B","5854","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1972-03-01","AFETR","","1430.32","4.75","35930","35418","","","0","","7289","1972","10","B","Y","TITAN 3C TRANSTAGE R/B","1972-010B","5854"
"1972-012C","5878","ROCKET BODY","ATLAS CENTAUR R/B(1)","US","1972-03-03","AFETR","1972-08-18","1433.02","31.31","71222","231","","","0","","1","1972","12","C","Y","ATLAS CENTAUR R/B(1)","1972-012C","5878"
"1972-041A","6052","PAYLOAD","INTELSAT 4-F5","ITSO","1972-06-13","AFETR","","1438.37","10.99","35836","35827","","","0","MEDIUM","7289","1972","41","A","Y","INTELSAT 4-F5","1972-041A","6052"
"1972-090A","6278","PAYLOAD","ANIK A1 (TELESAT 1)","CA","1972-11-10","AFETR","","1457.04","11.36","36261","36130","","","0","LARGE","7287","1972","90","A","Y","ANIK A1 (TELESAT 1)","1972-090A","6278"
"1972-101A","6317","PAYLOAD","OPS 9390","US","1972-12-20","AFETR","","1436.17","14.46","41638","29938","","","0","","7289","1972","101","A","Y","OPS 9390","1972-101A","6317"
"1972-101B","6318","ROCKET BODY","ATLAS AGENA R/B","US","1972-12-20","AFETR","","1407.43","13.42","40216","30231","","","0","","7289","1972","101","B","Y","ATLAS AGENA R/B","1972-101B","6318"
"1973-013A","6380","PAYLOAD","OPS 6063","US","1973-03-06","AFETR","","1436.07","5.98","35884","35688","","","0","","7289","1973","13","A","Y","OPS 6063","1973-013A","6380"
"1973-023A","6437","PAYLOAD","ANIK A2 (TELESAT 2)","CA","1973-04-20","AFETR","","1443.00","11.89","35983","35860","","","0","LARGE","7289","1973","23","A","Y","ANIK A2 (TELESAT 2)","1973-023A","6437"
"1973-040A","6691","PAYLOAD","OPS 6157","US","1973-06-12","AFETR","","1442.65","6.43","35939","35891","","","0","","7288","1973","40","A","Y","OPS 6157","1973-040A","6691"
"1973-040B","11940","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1973-06-12","AFETR","","1446.27","6.63","36125","35846","","","0","","7289","1973","40","B","Y","TITAN 3C TRANSTAGE R/B","1973-040B","11940"
"1973-058A","6796","PAYLOAD","INTELSAT 4-F7","ITSO","1973-08-23","AFETR","","1452.37","12.19","36129","36081","","","0","LARGE","7289","1973","58","A","Y","INTELSAT 4-F7","1973-058A","6796"
"1973-100A","6973","PAYLOAD","OPS 9433 (DSCS 2-3)","US","1973-12-13","AFETR","","1474.56","10.74","36670","36402","","","0","LARGE","7289","1973","100","A","Y","OPS 9433 (DSCS 2-3)","1973-100A","6973"
"1973-100B","6974","PAYLOAD","OPS 9434 (DSCS 2-4)","US","1973-12-13","AFETR","","1476.65","10.25","36894","36260","","","0","LARGE","7289","1973","100","B","Y","OPS 9434 (DSCS 2-4)","1973-100B","6974"
"1974-017A","7229","PAYLOAD","COSMOS 637","CIS","1974-03-26","TTMTR","","1428.80","6.44","35821","35466","","","0","LARGE","7289","1974","17","A","Y","COSMOS 637","1974-017A","7229"
"1974-017F","11567","ROCKET BODY","SL-12 R/B(2)","CIS","1974-03-26","TTMTR","","1425.73","6.28","35791","35376","","","0","LARGE","7289","1974","17","F","Y","SL-12 R/B(2)","1974-017F","11567"
"1974-022A","7250","PAYLOAD","WESTAR 1","US","1974-04-13","AFETR","","1441.44","11.98","35922","35860","","","0","LARGE","7289","1974","22","A","Y","WESTAR 1","1974-022A","7250"
"1974-033A","7298","PAYLOAD","SMS 1","US","1974-05-17","AFETR","","1460.28","9.81","36338","36179","","","0","LARGE","7289","1974","33","A","Y","SMS 1","1974-033A","7298"
"1974-039A","7318","PAYLOAD","ATS 6","US","1974-05-30","AFETR","","1412.05","7.46","35418","35212","","","0","LARGE","7289","1974","39","A","Y","ATS 6","1974-039A","7318"
"1974-039C","7324","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1974-05-30","AFETR","","1430.36","8.34","35767","35582","","","0","LARGE","7289","1974","39","C","Y","TITAN 3C TRANSTAGE R/B","1974-039C","7324"
"1974-060A","7392","PAYLOAD","MOLNIYA 1-S","CIS","1974-07-29","TTMTR","","1437.14","7.01","35843","35771","","","0","LARGE","7287","1974","60","A","Y","MOLNIYA 1-S","1974-060A","7392"
"1974-060F","20836","ROCKET BODY","SL-12 R/B(2)","CIS","1974-07-29","TTMTR","","1435.51","6.99","35854","35696","","","0","LARGE","7289","1974","60","F","Y","SL-12 R/B(2)","1974-060F","20836"
"1974-075A","7466","PAYLOAD","WESTAR 2","US","1974-10-10","AFETR","","1442.01","12.06","35921","35884","","","0","LARGE","7288","1974","75","A","Y","WESTAR 2","1974-075A","7466"
"1974-093A","7544","PAYLOAD","INTELSAT 4-F8","ITSO","1974-11-21","AFETR","","1443.01","12.52","35947","35897","","","0","LARGE","7289","1974","93","A","Y","INTELSAT 4-F8","1974-093A","7544"
"1974-094A","7547","PAYLOAD","SKYNET 2B","UK","1974-11-23","AFETR","","1437.72","9.01","35838","35799","","","0","LARGE","7289","1974","94","A","Y","SKYNET 2B","1974-094A","7547"
"1974-101A","7578","PAYLOAD","SYMPHONIE 1","FGER","1974-12-19","AFETR","","1440.54","10.07","35889","35858","","","0","LARGE","7288","1974","101","A","Y","SYMPHONIE 1","1974-101A","7578"
"1975-011A","7648","PAYLOAD","SMS 2","US","1975-02-06","AFETR","","1447.14","10.86","36043","35962","","","0","LARGE","7288","1975","11","A","Y","SMS 2","1975-011A","7648"
"1975-011F","20835","ROCKET BODY","SMS 2 AKM","US","1975-02-06","AFETR","","1460.60","9.41","36679","35851","","","0","MEDIUM","7288","1975","11","F","Y","SMS 2 AKM","1975-011F","20835"
"1975-038A","7790","PAYLOAD","ANIK A3 (TELESAT-3)","CA","1975-05-07","AFETR","","1439.07","12.33","35865","35824","","","0","LARGE","7288","1975","38","A","Y","ANIK A3 (TELESAT-3)","1975-038A","7790"
"1975-042A","7815","PAYLOAD","INTELSAT 4-F1","ITSO","1975-05-22","AFETR","","1450.75","12.76","36105","36041","","","0","LARGE","7288","1975","42","A","Y","INTELSAT 4-F1","1975-042A","7815"
"1975-055B","7964","ROCKET BODY","ATLAS AGENA R/B","US","1975-06-18","AFETR","","1410.53","14.65","40789","29780","","","0","","7288","1975","55","B","Y","ATLAS AGENA R/B","1975-055B","7964"
"1975-077A","8132","PAYLOAD","SYMPHONIE 2","FGER","1975-08-27","AFETR","","1440.32","9.57","35894","35845","","","0","LARGE","7289","1975","77","A","Y","SYMPHONIE 2","1975-077A","8132"
"1975-091A","8330","PAYLOAD","INTELSAT 4A-F1","ITSO","1975-09-26","AFETR","","1441.08","12.43","35896","35872","","","0","LARGE","7289","1975","91","A","Y","INTELSAT 4A-F1","1975-091A","8330"
"1975-097A","8357","PAYLOAD","COSMOS 775","CIS","1975-10-08","TTMTR","","1435.06","7.99","35822","35711","","","0","LARGE","7289","1975","97","A","Y","COSMOS 775","1975-097A","8357"
"1975-097F","11676","ROCKET BODY","SL-12 R/B(2)","CIS","1975-10-08","TTMTR","","1438.31","7.99","35928","35731","","","0","LARGE","7289","1975","97","F","Y","SL-12 R/B(2)","1975-097F","11676"
"1975-100A","8366","PAYLOAD","GOES 1 (SMS-C)","US","1975-10-16","AFETR","","1436.44","10.07","35806","35781","","","0","LARGE","7289","1975","100","A","Y","GOES 1 (SMS-C)","1975-100A","8366"
"1975-100F","20962","ROCKET BODY","GOES 1 AKM","US","1975-10-16","AFETR","","1412.67","7.84","36567","34087","","","0","MEDIUM","7289","1975","100","F","Y","GOES 1 AKM","1975-100F","20962"
"1975-117A","8476","PAYLOAD","SATCOM 1","US","1975-12-13","AFETR","","1445.66","12.56","36024","35923","","","0","LARGE","7289","1975","117","A","Y","SATCOM 1","1975-117A","8476"
"1975-118A","8482","PAYLOAD","OPS 3165","US","1975-12-14","AFETR","","1432.98","7.91","35847","35604","","","0","","7289","1975","118","A","Y","OPS 3165","1975-118A","8482"
"1975-118C","8516","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1975-12-14","AFETR","","1432.37","7.89","35769","35658","","","0","","7289","1975","118","C","Y","TITAN 3C TRANSTAGE R/B","1975-118C","8516"
"1975-123A","8513","PAYLOAD","RADUGA 1","CIS","1975-12-22","TTMTR","","1436.41","8.41","35813","35773","","","0","LARGE","7288","1975","123","A","Y","RADUGA 1","1975-123A","8513"
"1975-123F","11568","ROCKET BODY","SL-12 R/B(2)","CIS","1975-12-22","TTMTR","","1432.79","8.15","35788","35656","","","0","LARGE","7289","1975","123","F","Y","SL-12 R/B(2)","1975-123F","11568"
"1976-004A","8585","PAYLOAD","CTS","CA","1976-01-17","AFETR","","1436.61","9.48","35852","35741","","","0","LARGE","7289","1976","4","A","Y","CTS","1976-004A","8585"
"1976-004E","39688","DEBRIS","CTS DEB (ARRAY COVER)","CA","1976-01-17","AFETR","","1436.61","8.85","35976","35617","","","0","SMALL","7283","1976","4","E","Y","CTS DEB (ARRAY COVER)","1976-004E","39688"
"1976-004F","39689","DEBRIS","CTS DEB (ARRAY COVER)","CA","1976-01-17","AFETR","","1435.45","8.88","36419","35129","","","0","SMALL","7284","1976","4","F","Y","CTS DEB (ARRAY COVER)","1976-004F","39689"
"1976-010A","8620","PAYLOAD","INTELSAT 4A-F2","ITSO","1976-01-29","AFETR","","1444.51","12.50","35956","35946","","","0","LARGE","7289","1976","10","A","Y","INTELSAT 4A-F2","1976-010A","8620"
"1976-017A","8697","PAYLOAD","MARISAT 1","US","1976-02-19","AFETR","","1451.47","10.91","36138","36035","","","0","LARGE","7289","1976","17","A","Y","MARISAT 1","1976-017A","8697"
"1976-023A","8746","PAYLOAD","LES 8","US","1976-03-15","AFETR","","1436.01","17.97","35889","35681","","","0","LARGE","7289","1976","23","A","Y","LES 8","1976-023A","8746"
"1976-023B","8747","PAYLOAD","LES 9","US","1976-03-15","AFETR","","1436.04","17.93","35866","35705","","","0","LARGE","7288","1976","23","B","Y","LES 9","1976-023B","8747"
"1976-023F","8751","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1976-03-15","AFETR","","1464.51","17.03","36880","35802","","","0","LARGE","7288","1976","23","F","Y","TITAN 3C TRANSTAGE R/B","1976-023F","8751"
"1976-023J","8832","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1976-03-15","AFETR","","1465.50","17.02","36984","35737","","","0","MEDIUM","7288","1976","23","J","Y","TITAN 3C TRANSTAGE DEB","1976-023J","8832"
"1976-023K","13753","DEBRIS","LES 8 9/SOL 11A B DEB *","US","1976-03-15","AFETR","","1420.96","10.16","35511","35468","","","0","LARGE","7288","1976","23","K","Y","LES 8 9/SOL 11A B DEB *","1976-023K","13753"
"1976-029A","8774","PAYLOAD","SATCOM 2","US","1976-03-26","AFETR","","1460.09","13.28","36498","36012","","","0","LARGE","7288","1976","29","A","Y","SATCOM 2","1976-029A","8774"
"1976-035A","8808","PAYLOAD","NATO 3A","NATO","1976-04-22","AFETR","","1442.25","9.96","35992","35822","","","0","LARGE","7288","1976","35","A","Y","NATO 3A","1976-035A","8808"
"1976-042A","8838","PAYLOAD","COMSTAR 1","US","1976-05-13","AFETR","","1442.48","12.52","35932","35891","","","0","LARGE","7289","1976","42","A","Y","COMSTAR 1","1976-042A","8838"
"1976-059A","8916","PAYLOAD","OPS 2112","US","1976-06-26","AFETR","","1447.59","8.98","36034","35989","","","0","","7289","1976","59","A","Y","OPS 2112","1976-059A","8916"
"1976-059C","8918","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1976-06-26","AFETR","","1431.89","8.34","35751","35658","","","0","","7289","1976","59","C","Y","TITAN 3C TRANSTAGE R/B","1976-059C","8918"
"1976-066A","9009","PAYLOAD","PALAPA 1","INDO","1976-07-08","AFETR","","1438.99","12.41","35859","35828","","","0","LARGE","7287","1976","66","A","Y","PALAPA 1","1976-066A","9009"
"1976-073A","9047","PAYLOAD","COMSTAR 2","US","1976-07-22","AFETR","","1440.14","12.44","35885","35846","","","0","LARGE","7289","1976","73","A","Y","COMSTAR 2","1976-073A","9047"
