INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1981-061A","12564","PAYLOAD","EKRAN 7","CIS","1981-06-26","TTMTR","","1436.87","11.57","35833","35770","","","0","LARGE","7289","1981","61","A","Y","EKRAN 7","1981-061A","12564"
"1981-061F","12851","ROCKET BODY","SL-12 R/B(2)","CIS","1981-06-26","TTMTR","","1425.58","11.09","35605","35556","","","0","LARGE","7289","1981","61","F","Y","SL-12 R/B(2)","1981-061F","12851"
"1981-069A","12618","PAYLOAD","RADUGA 9","CIS","1981-07-30","TTMTR","","1435.03","11.62","35785","35747","","","0","LARGE","7288","1981","69","A","Y","RADUGA 9","1981-069A","12618"
"1981-096A","12855","PAYLOAD","SBS 2","US","1981-09-24","AFETR","","1438.46","13.66","35847","35818","","","0","LARGE","7288","1981","96","A","Y","SBS 2","1981-096A","12855"
"1981-102A","12897","PAYLOAD","RADUGA 10","CIS","1981-10-09","TTMTR","","1435.74","11.69","35795","35764","","","0","LARGE","7289","1981","102","A","Y","RADUGA 10","1981-102A","12897"
"1981-102F","14195","ROCKET BODY","SL-12 R/B(2)","CIS","1981-10-09","TTMTR","","1437.52","11.61","35854","35775","","","0","LARGE","7289","1981","102","F","Y","SL-12 R/B(2)","1981-102F","14195"
"1981-107A","12930","PAYLOAD","OPS 4029","US","1981-10-31","AFETR","","1437.52","6.72","40064","31565","","","0","","7259","1981","107","A","Y","OPS 4029","1981-107A","12930"
"1981-114A","12967","PAYLOAD","SATCOM 3R","US","1981-11-20","AFETR","","1438.50","14.54","35855","35812","","","0","LARGE","7289","1981","114","A","Y","SATCOM 3R","1981-114A","12967"
"1982-009F","14117","ROCKET BODY","SL-12 R/B(2)","CIS","1982-02-05","TTMTR","","1426.06","11.43","35753","35427","","","0","LARGE","7289","1982","9","F","Y","SL-12 R/B(2)","1982-009F","14117"
"1982-019B","13089","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1982-03-06","AFETR","","1422.10","12.13","35574","35451","","","0","","7289","1982","19","B","Y","TITAN 3C TRANSTAGE R/B","1982-019B","13089"
"1982-031A","13129","PAYLOAD","INSAT 1A","IND","1982-04-10","AFETR","","1436.20","11.96","35856","35722","","","0","MEDIUM","7289","1982","31","A","Y","INSAT 1A","1982-031A","13129"
"1982-044A","13177","PAYLOAD","COSMOS 1366","CIS","1982-05-17","TTMTR","","1435.96","13.13","35829","35739","","","0","MEDIUM","7287","1982","44","A","Y","COSMOS 1366","1982-044A","13177"
"1982-044F","14114","ROCKET BODY","SL-12 R/B(2)","CIS","1982-05-17","TTMTR","","1437.73","13.04","35887","35750","","","0","LARGE","7289","1982","44","F","Y","SL-12 R/B(2)","1982-044F","14114"
"1982-082A","13431","PAYLOAD","ANIK D1 (TELESAT 6)","CA","1982-08-26","AFETR","","1438.62","14.56","35869","35803","","","0","LARGE","7289","1982","82","A","Y","ANIK D1 (TELESAT 6)","1982-082A","13431"
"1982-093A","13554","PAYLOAD","EKRAN 9","CIS","1982-09-16","TTMTR","","1436.62","11.87","35907","35687","","","0","MEDIUM","7289","1982","93","A","Y","EKRAN 9","1982-093A","13554"
"1982-093F","14115","ROCKET BODY","SL-12 R/B(2)","CIS","1982-09-16","TTMTR","","1422.12","11.31","35524","35501","","","0","LARGE","7289","1982","93","F","Y","SL-12 R/B(2)","1982-093F","14115"
"1982-103A","13624","PAYLOAD","GORIZONT 6","CIS","1982-10-20","TTMTR","","1435.44","12.02","35782","35765","","","0","LARGE","7288","1982","103","A","Y","GORIZONT 6","1982-103A","13624"
"1982-103E","13630","ROCKET BODY","SL-12 R/B(2)","CIS","1982-10-20","TTMTR","","1435.39","11.97","35828","35718","","","0","LARGE","7289","1982","103","E","Y","SL-12 R/B(2)","1982-103E","13630"
"1982-105A","13631","PAYLOAD","SATCOM C5","US","1982-10-28","AFETR","","1436.10","14.49","35833","35740","","","0","LARGE","7288","1982","105","A","Y","SATCOM C5","1982-105A","13631"
"1983-016F","14086","ROCKET BODY","SL-12 R/B(2)","CIS","1983-03-12","TTMTR","","1424.30","11.46","35605","35506","","","0","LARGE","7288","1983","16","F","Y","SL-12 R/B(2)","1983-016F","14086"
"1983-028A","13974","PAYLOAD","RADUGA 12","CIS","1983-04-08","TTMTR","","1436.21","12.63","35810","35767","","","0","LARGE","7288","1983","28","A","Y","RADUGA 12","1983-028A","13974"
"1983-028F","13983","ROCKET BODY","SL-12 R/B(2)","CIS","1983-04-08","TTMTR","","1439.11","12.66","35946","35745","","","0","LARGE","7289","1983","28","F","Y","SL-12 R/B(2)","1983-028F","13983"
"1983-041A","14050","PAYLOAD","GOES 6","US","1983-04-28","AFETR","","1436.38","13.60","35808","35776","","","0","LARGE","7288","1983","41","A","Y","GOES 6","1983-041A","14050"
"1983-059C","14134","PAYLOAD","PALAPA B1","INDO","1983-06-18","AFETR","","1437.60","14.27","35850","35782","","","0","LARGE","7288","1983","59","C","Y","PALAPA B1","1983-059C","14134"
"1983-065A","14158","PAYLOAD","GALAXY 1","US","1983-06-28","AFETR","","1437.84","15.05","35844","35798","","","0","LARGE","7289","1983","65","A","Y","GALAXY 1","1983-065A","14158"
"1983-089B","14318","PAYLOAD","INSAT 1B","IND","1983-08-30","AFETR","","1437.32","14.08","35833","35788","","","0","LARGE","7288","1983","89","B","Y","INSAT 1B","1983-089B","14318"
"1983-098A","14365","PAYLOAD","GALAXY 2","US","1983-09-22","AFETR","","1436.83","15.03","35845","35757","","","0","MEDIUM","7289","1983","98","A","Y","GALAXY 2","1983-098A","14365"
"1983-100A","14377","PAYLOAD","EKRAN 11","CIS","1983-09-29","TTMTR","","1436.91","12.31","35816","35789","","","0","LARGE","7289","1983","100","A","Y","EKRAN 11","1983-100A","14377"
"1983-100F","14394","ROCKET BODY","SL-12 R/B(2)","CIS","1983-09-29","TTMTR","","1425.06","11.84","35659","35481","","","0","LARGE","7288","1983","100","F","Y","SL-12 R/B(2)","1983-100F","14394"
"1983-118F","14548","ROCKET BODY","SL-12 R/B(2)","CIS","1983-11-30","TTMTR","","1436.31","12.70","35975","35607","","","0","MEDIUM","7289","1983","118","F","Y","SL-12 R/B(2)","1983-118F","14548"
"1984-009A","14675","PAYLOAD","OPS 0441","US","1984-01-31","AFETR","","1434.78","6.93","39490","32031","","","0","","7265","1984","9","A","Y","OPS 0441","1984-009A","14675"
"1984-016A","14725","PAYLOAD","RADUGA 14","CIS","1984-02-15","TTMTR","","1435.79","12.74","35802","35759","","","0","MEDIUM","7288","1984","16","A","Y","RADUGA 14","1984-016A","14725"
"1984-016F","17874","ROCKET BODY","SL-12 R/B(2)","CIS","1984-02-15","TTMTR","","1435.49","12.74","35922","35627","","","0","LARGE","7289","1984","16","F","Y","SL-12 R/B(2)","1984-016F","17874"
"1984-022A","14783","PAYLOAD","COSMOS 1540","CIS","1984-03-02","TTMTR","","1435.91","13.79","35796","35770","","","0","MEDIUM","7286","1984","22","A","Y","COSMOS 1540","1984-022A","14783"
"1984-028F","15139","ROCKET BODY","SL-12 R/B(2)","CIS","1984-03-16","TTMTR","","1419.69","11.64","35558","35371","","","0","LARGE","7289","1984","28","F","Y","SL-12 R/B(2)","1984-028F","15139"
"1984-031A","14867","PAYLOAD","COSMOS 1546","CIS","1984-03-29","TTMTR","","1436.25","12.81","35892","35688","","","0","MEDIUM","7288","1984","31","A","Y","COSMOS 1546","1984-031A","14867"
"1984-035A","14899","PAYLOAD","STTW-T2","PRC","1984-04-08","XSC","","1437.35","13.14","35849","35773","","","0","LARGE","7289","1984","35","A","Y","STTW-T2","1984-035A","14899"
"1984-037B","14931","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1984-04-14","AFETR","","1423.39","12.87","35653","35422","","","0","","7285","1984","37","B","Y","TITAN 34D TRANSTAGE R/B","1984-037B","14931"
"1984-041A","14940","PAYLOAD","GORIZONT 9","CIS","1984-04-22","TTMTR","","1436.41","12.82","35798","35788","","","0","LARGE","7289","1984","41","A","Y","GORIZONT 9","1984-041A","14940"
"1984-063A","15057","PAYLOAD","RADUGA 15","CIS","1984-06-22","TTMTR","","1436.90","12.84","35819","35785","","","0","LARGE","7289","1984","63","A","Y","RADUGA 15","1984-063A","15057"
"1984-078A","15144","PAYLOAD","GORIZONT 10","CIS","1984-08-01","TTMTR","","1434.56","12.89","35773","35740","","","0","LARGE","7289","1984","78","A","Y","GORIZONT 10","1984-078A","15144"
"1984-078F","15181","ROCKET BODY","SL-12 R/B(2)","CIS","1984-08-01","TTMTR","","1436.51","12.95","35886","35703","","","0","LARGE","7289","1984","78","F","Y","SL-12 R/B(2)","1984-078F","15181"
"1984-090F","17875","ROCKET BODY","SL-12 R/B(2)","CIS","1984-08-24","TTMTR","","1422.10","12.13","35588","35437","","","0","LARGE","7286","1984","90","F","Y","SL-12 R/B(2)","1984-090F","17875"
"1984-129B","15454","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1984-12-22","AFETR","","1423.47","14.01","35554","35524","","","0","","7287","1984","129","B","Y","TITAN 34D TRANSTAGE R/B","1984-129B","15454"
"1985-007A","15484","PAYLOAD","GORIZONT 11","CIS","1985-01-18","TTMTR","","1435.19","13.01","35784","35754","","","0","LARGE","7289","1985","7","A","Y","GORIZONT 11","1985-007A","15484"
"1985-010D","15545","ROCKET BODY","IUS R/B(2)","US","1985-01-24","AFETR","","1428.41","16.61","35732","35540","","","0","","7289","1985","10","D","Y","IUS R/B(2)","1985-010D","15545"
"1985-015A","15560","PAYLOAD","ARABSAT 1A","AB","1985-02-08","FRGUI","","1434.31","14.35","35778","35725","","","0","LARGE","7289","1985","15","A","Y","ARABSAT 1A","1985-015A","15560"
"1985-016A","15574","PAYLOAD","COSMOS 1629","CIS","1985-02-21","TTMTR","","1436.42","13.05","35801","35785","","","0","LARGE","7286","1985","16","A","Y","COSMOS 1629","1985-016A","15574"
"1985-024D","15630","ROCKET BODY","SL-12 R/B(2)","CIS","1985-03-22","TTMTR","","1422.49","12.40","35567","35473","","","0","LARGE","7288","1985","24","D","Y","SL-12 R/B(2)","1985-024D","15630"
"1985-035A","15677","PAYLOAD","GSTAR 1","US","1985-05-08","FRGUI","","1436.08","15.01","35834","35739","","","0","LARGE","7276","1985","35","A","Y","GSTAR 1","1985-035A","15677"
"1985-035B","15678","PAYLOAD","TELECOM 1B","FR","1985-05-08","FRGUI","","1434.49","13.57","35779","35731","","","0","LARGE","7288","1985","35","B","Y","TELECOM 1B","1985-035B","15678"
"1985-048C","15825","PAYLOAD","ARABSAT 1B","AB","1985-06-17","AFETR","","1433.75","14.60","35822","35660","","","0","LARGE","7289","1985","48","C","Y","ARABSAT 1B","1985-048C","15825"
"1985-055A","15873","PAYLOAD","INTELSAT 511","ITSO","1985-06-30","AFETR","","1438.57","14.96","35916","35755","","","0","LARGE","7289","1985","55","A","Y","INTELSAT 511","1985-055A","15873"
"1985-070A","15946","PAYLOAD","RADUGA 16","CIS","1985-08-08","TTMTR","","1435.56","13.17","35789","35764","","","0","LARGE","7289","1985","70","A","Y","RADUGA 16","1985-070A","15946"
"1985-076C","15994","PAYLOAD","ASC 1","US","1985-08-27","AFETR","","1436.39","15.07","35840","35745","","","0","LARGE","7288","1985","76","C","Y","ASC 1","1985-076C","15994"
"1985-092E","16119","ROCKET BODY","IUS R/B(2)","US","1985-10-03","AFETR","","1424.55","13.85","35805","35316","","","0","","7289","1985","92","E","Y","IUS R/B(2)","1985-092E","16119"
"1985-102A","16199","PAYLOAD","COSMOS 1700","CIS","1985-10-25","TTMTR","","1435.78","13.32","35798","35763","","","0","LARGE","7288","1985","102","A","Y","COSMOS 1700","1985-102A","16199"
"1985-102D","16214","ROCKET BODY","SL-12 R/B(2)","CIS","1985-10-25","TTMTR","","1431.18","13.10","35784","35597","","","0","LARGE","7287","1985","102","D","Y","SL-12 R/B(2)","1985-102D","16214"
"1985-102G","40924","DEBRIS","COSMOS 1700 DEB","CIS","1985-10-25","TTMTR","","1435.50","13.31","35901","35649","","","0","SMALL","7288","1985","102","G","Y","COSMOS 1700 DEB","1985-102G","40924"
"1985-107A","16250","PAYLOAD","RADUGA 17","CIS","1985-11-15","TTMTR","","1438.06","13.26","35868","35782","","","0","LARGE","7289","1985","107","A","Y","RADUGA 17","1985-107A","16250"
"1986-010A","16526","PAYLOAD","STTW-1","PRC","1986-02-01","XSC","","1436.44","13.82","35805","35782","","","0","LARGE","7289","1986","10","A","Y","STTW-1","1986-010A","16526"
"1986-027A","16667","PAYLOAD","COSMOS 1738","CIS","1986-04-04","TTMTR","","1437.81","13.90","35889","35751","","","0","LARGE","7289","1986","27","A","Y","COSMOS 1738","1986-027A","16667"
"1986-038D","16732","ROCKET BODY","SL-12 R/B(2)","CIS","1986-05-24","TTMTR","","1420.51","12.65","35571","35391","","","0","LARGE","7289","1986","38","D","Y","SL-12 R/B(2)","1986-038D","16732"
"1986-044A","16769","PAYLOAD","GORIZONT 12","CIS","1986-06-10","TTMTR","","1437.16","13.48","35821","35794","","","0","LARGE","7288","1986","44","A","Y","GORIZONT 12","1986-044A","16769"
"1986-090D","17125","ROCKET BODY","SL-12 R/B(2)","CIS","1986-11-18","TTMTR","","1434.81","13.64","35805","35718","","","0","LARGE","7289","1986","90","D","Y","SL-12 R/B(2)","1986-090D","17125"
"1987-073D","18331","ROCKET BODY","SL-12 R/B(2)","CIS","1987-09-03","TTMTR","","1420.33","13.07","35556","35399","","","0","LARGE","7289","1987","73","D","Y","SL-12 R/B(2)","1987-073D","18331"
"1987-084A","18384","PAYLOAD","COSMOS 1888","CIS","1987-10-01","TTMTR","","1436.72","13.81","35813","35785","","","0","LARGE","7289","1987","84","A","Y","COSMOS 1888","1987-084A","18384"
"1987-084D","18387","ROCKET BODY","SL-12 R/B(2)","CIS","1987-10-01","TTMTR","","1439.13","13.92","35948","35744","","","0","LARGE","7289","1987","84","D","Y","SL-12 R/B(2)","1987-084D","18387"
"1987-091A","18443","PAYLOAD","COSMOS 1894","CIS","1987-10-28","TTMTR","","1434.47","13.81","35779","35730","","","0","LARGE","7289","1987","91","A","Y","COSMOS 1894","1987-091A","18443"
"1987-091D","18446","ROCKET BODY","SL-12 R/B(2)","CIS","1987-10-28","TTMTR","","1437.68","13.83","35885","35750","","","0","LARGE","7288","1987","91","D","Y","SL-12 R/B(2)","1987-091D","18446"
"1987-096A","18575","PAYLOAD","COSMOS 1897","CIS","1987-11-26","TTMTR","","1436.08","13.96","35831","35742","","","0","LARGE","7289","1987","96","A","Y","COSMOS 1897","1987-096A","18575"
"1987-096D","18578","ROCKET BODY","SL-12 R/B(2)","CIS","1987-11-26","TTMTR","","1432.07","13.80","35782","35634","","","0","LARGE","7289","1987","96","D","Y","SL-12 R/B(2)","1987-096D","18578"
"1987-096G","44572","DEBRIS","COSMOS 1897 DEB","CIS","1987-11-26","TTMTR","","1433.57","13.84","35786","35688","","","0","SMALL","7288","1987","96","G","Y","COSMOS 1897 DEB","1987-096G","44572"
"1987-097B","18584","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1987-11-29","AFETR","","1422.32","13.14","35528","35505","","","0","","7288","1987","97","B","Y","TITAN 34D TRANSTAGE R/B","1987-097B","18584"
"1987-100A","18631","PAYLOAD","RADUGA 21","CIS","1987-12-10","TTMTR","","1434.82","14.34","35778","35745","","","0","LARGE","7287","1987","100","A","Y","RADUGA 21","1987-100A","18631"
"1987-109D","18718","ROCKET BODY","SL-12 R/B(2)","CIS","1987-12-27","TTMTR","","1428.05","13.81","35879","35379","","","0","LARGE","7287","1987","109","D","Y","SL-12 R/B(2)","1987-109D","18718"
"1988-014A","18922","PAYLOAD","STTW-2","PRC","1988-03-07","XSC","","1435.77","14.92","35811","35749","","","0","LARGE","7289","1988","14","A","Y","STTW-2","1988-014A","18922"
"1988-034A","19073","PAYLOAD","COSMOS 1940","CIS","1988-04-26","TTMTR","","1430.50","13.90","35743","35611","","","0","LARGE","7289","1988","34","A","Y","COSMOS 1940","1988-034A","19073"
"1988-034D","19076","ROCKET BODY","SL-12 R/B(2)","CIS","1988-04-26","TTMTR","","1438.47","14.14","35931","35735","","","0","LARGE","7289","1988","34","D","Y","SL-12 R/B(2)","1988-034D","19076"
"1988-036E","19094","ROCKET BODY","SL-12 R/B(2)","CIS","1988-05-06","TTMTR","","1424.17","13.41","35647","35459","","","0","LARGE","7289","1988","36","E","Y","SL-12 R/B(2)","1988-036E","19094"
"1988-063A","19330","PAYLOAD","INSAT 1C","IND","1988-07-21","FRGUI","","1436.54","14.17","35842","35748","","","0","LARGE","7287","1988","63","A","Y","INSAT 1C","1988-063A","19330"
"1988-066A","19344","PAYLOAD","COSMOS 1961","CIS","1988-08-01","TTMTR","","1436.19","14.14","35819","35758","","","0","LARGE","7287","1988","66","A","Y","COSMOS 1961","1988-066A","19344"
"1988-071D","19400","ROCKET BODY","SL-12 R/B(2)","CIS","1988-08-18","TTMTR","","1431.96","13.98","35769","35642","","","0","LARGE","7285","1988","71","D","Y","SL-12 R/B(2)","1988-071D","19400"
"1988-081A","19483","PAYLOAD","GSTAR 3","US","1988-09-08","FRGUI","","1436.08","14.65","35812","35760","","","0","LARGE","7289","1988","81","A","Y","GSTAR 3","1988-081A","19483"
"1988-091B","19548","PAYLOAD","TDRS 3","US","1988-09-29","AFETR","","1436.19","14.20","35946","35631","","","0","LARGE","7289","1988","91","B","Y","TDRS 3","1988-091B","19548"
"1988-091D","19550","ROCKET BODY","IUS R/B(2)","US","1988-09-29","AFETR","","1433.37","14.71","35797","35669","","","0","LARGE","7288","1988","91","D","Y","IUS R/B(2)","1988-091D","19550"
"1988-095A","19596","PAYLOAD","RADUGA 22","CIS","1988-10-20","TTMTR","","1436.95","14.18","35826","35781","","","0","LARGE","7289","1988","95","A","Y","RADUGA 22","1988-095A","19596"
"1988-108D","19686","ROCKET BODY","SL-12 R/B(2)","CIS","1988-12-10","TTMTR","","1418.47","13.93","35496","35386","","","0","LARGE","7286","1988","108","D","Y","SL-12 R/B(2)","1988-108D","19686"
"1988-111A","19710","PAYLOAD","STTW-3","PRC","1988-12-22","XSC","","1434.97","15.08","35792","35737","","","0","LARGE","7286","1988","111","A","Y","STTW-3","1988-111A","19710"
"1989-020E","20800","ROCKET BODY","METEOSAT 4 AKM","ESA","1989-03-06","FRGUI","","1433.52","13.56","36254","35218","","","0","MEDIUM","7289","1989","20","E","Y","METEOSAT 4 AKM","1989-020E","20800"
"1989-021D","19913","ROCKET BODY","IUS R/B(2)","US","1989-03-13","AFETR","","1431.39","12.26","35798","35591","","","0","LARGE","7289","1989","21","D","Y","IUS R/B(2)","1989-021D","19913"
"1989-030A","19928","PAYLOAD","RADUGA 23","CIS","1989-04-14","TTMTR","","1434.89","14.27","35838","35688","","","0","LARGE","7288","1989","30","A","Y","RADUGA 23","1989-030A","19928"
"1989-035A","19976","PAYLOAD","USA 37","US","1989-05-10","AFETR","","1436.07","7.95","39892","31680","","","0","","7246","1989","35","A","Y","USA 37","1989-035A","19976"
"1989-041B","20041","PAYLOAD","DFS 1","GER","1989-06-05","FRGUI","","1430.49","14.90","35723","35630","","","0","LARGE","7289","1989","41","B","Y","DFS 1","1989-041B","20041"
"1989-046D","20069","ROCKET BODY","IUS R/B(2)","US","1989-06-14","AFETR","","1421.55","13.98","35699","35304","","","0","","7289","1989","46","D","Y","IUS R/B(2)","1989-046D","20069"
"1989-053A","20122","PAYLOAD","OLYMPUS 1","ESA","1989-07-12","FRGUI","","1420.58","14.43","35541","35424","","","0","LARGE","7287","1989","53","A","Y","OLYMPUS 1","1989-053A","20122"
"1989-069D","20205","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1989-09-04","AFETR","","1422.34","13.87","35809","35225","","","0","","7289","1989","69","D","Y","TITAN 34D TRANSTAGE R/B","1989-069D","20205"
"1989-077A","20253","PAYLOAD","FLTSATCOM 8 (USA 46)","US","1989-09-25","AFETR","","1436.09","13.04","35806","35766","","","0","LARGE","7288","1989","77","A","Y","FLTSATCOM 8 (USA 46)","1989-077A","20253"
"1989-081A","20263","PAYLOAD","GORIZONT 19","CIS","1989-09-28","TTMTR","","1435.02","14.39","35782","35749","","","0","LARGE","7289","1989","81","A","Y","GORIZONT 19","1989-081A","20263"
"1989-081D","20266","ROCKET BODY","SL-12 R/B(2)","CIS","1989-09-28","TTMTR","","1431.42","14.23","35824","35566","","","0","LARGE","7289","1989","81","D","Y","SL-12 R/B(2)","1989-081D","20266"
"1989-090B","20355","PAYLOAD","USA 48","US","1989-11-23","AFETR","","1429.52","18.21","36846","34469","","","0","","7273","1989","90","B","Y","USA 48","1989-090B","20355"
"1989-098A","20367","PAYLOAD","RADUGA 24","CIS","1989-12-15","TTMTR","","1437.04","14.76","35819","35791","","","0","LARGE","7276","1989","98","A","Y","RADUGA 24","1989-098A","20367"
"1989-101A","20391","PAYLOAD","COSMOS 2054","CIS","1989-12-27","TTMTR","","1436.58","14.47","35822","35771","","","0","LARGE","7289","1989","101","A","Y","COSMOS 2054","1989-101A","20391"
"1990-011A","20473","PAYLOAD","STTW-4","PRC","1990-02-04","XSC","","1436.61","15.09","35826","35767","","","0","LARGE","7289","1990","11","A","Y","STTW-4","1990-011A","20473"
"1990-016A","20499","PAYLOAD","RADUGA 25","CIS","1990-02-15","TTMTR","","1435.67","14.51","35793","35764","","","0","LARGE","7288","1990","16","A","Y","RADUGA 25","1990-016A","20499"
"1990-016D","20502","ROCKET BODY","SL-12 R/B(2)","CIS","1990-02-15","TTMTR","","1439.88","14.60","36009","35713","","","0","LARGE","7289","1990","16","D","Y","SL-12 R/B(2)","1990-016D","20502"
"1990-051A","20643","PAYLOAD","INSAT 1D","IND","1990-06-12","AFETR","","1436.14","14.73","35843","35732","","","0","LARGE","7288","1990","51","A","Y","INSAT 1D","1990-051A","20643"
"1990-054A","20659","PAYLOAD","GORIZONT 20","CIS","1990-06-20","TTMTR","","1435.72","14.72","35791","35768","","","0","LARGE","7288","1990","54","A","Y","GORIZONT 20","1990-054A","20659"
"1990-054D","20662","ROCKET BODY","SL-12 R/B(2)","CIS","1990-06-20","TTMTR","","1432.57","14.61","35798","35637","","","0","LARGE","7284","1990","54","D","Y","SL-12 R/B(2)","1990-054D","20662"
"1990-061A","20693","PAYLOAD","COSMOS 2085","CIS","1990-07-18","TTMTR","","1436.14","14.67","35815","35760","","","0","MEDIUM","7286","1990","61","A","Y","COSMOS 2085","1990-061A","20693"
"1990-061D","20696","ROCKET BODY","SL-12 R/B(2)","CIS","1990-07-18","TTMTR","","1435.01","14.65","35889","35641","","","0","LARGE","7289","1990","61","D","Y","SL-12 R/B(2)","1990-061D","20696"
"1990-079A","20776","PAYLOAD","SKYNET 4C","UK","1990-08-30","FRGUI","","1436.08","13.97","35796","35777","","","0","LARGE","7289","1990","79","A","Y","SKYNET 4C","1990-079A","20776"
"1990-094A","20923","PAYLOAD","GORIZONT 21","CIS","1990-11-03","TTMTR","","1437.51","14.70","35820","35809","","","0","LARGE","7287","1990","94","A","Y","GORIZONT 21","1990-094A","20923"
"1990-094D","20926","ROCKET BODY","SL-12 R/B(2)","CIS","1990-11-03","TTMTR","","1427.64","14.51","35773","35469","","","0","LARGE","7288","1990","94","D","Y","SL-12 R/B(2)","1990-094D","20926"
"1990-102A","20953","PAYLOAD","GORIZONT 22","CIS","1990-11-23","TTMTR","","1436.80","14.65","35829","35771","","","0","LARGE","7289","1990","102","A","Y","GORIZONT 22","1990-102A","20953"
"1990-112A","21016","PAYLOAD","RADUGA 26","CIS","1990-12-20","TTMTR","","1435.73","14.70","35815","35744","","","0","LARGE","7289","1990","112","A","Y","RADUGA 26","1990-112A","21016"
"1990-112D","21019","ROCKET BODY","SL-12 R/B(2)","CIS","1990-12-20","TTMTR","","1439.51","14.74","35962","35745","","","0","LARGE","7289","1990","112","D","Y","SL-12 R/B(2)","1990-112D","21019"
"1990-116A","21038","PAYLOAD","RADUGA 1-2","CIS","1990-12-27","TTMTR","","1436.46","14.73","35831","35757","","","0","LARGE","7289","1990","116","A","Y","RADUGA 1-2","1990-116A","21038"
"1991-010A","21111","PAYLOAD","COSMOS 2133","CIS","1991-02-14","TTMTR","","1436.20","14.61","35816","35761","","","0","LARGE","7287","1991","10","A","Y","COSMOS 2133","1991-010A","21111"
"1991-010F","21129","ROCKET BODY","SL-12 R/B(2)","CIS","1991-02-14","TTMTR","","1438.45","14.57","35886","35779","","","0","LARGE","7289","1991","10","F","Y","SL-12 R/B(2)","1991-010F","21129"
"1991-014A","21132","PAYLOAD","RADUGA 27","CIS","1991-02-28","TTMTR","","1434.77","15.26","35787","35734","","","0","LARGE","7288","1991","14","A","Y","RADUGA 27","1991-014A","21132"
"1991-015E","21904","ROCKET BODY","METEOSAT 5 AKM","ESA","1991-03-02","FRGUI","","1437.95","14.12","36462","35183","","","0","MEDIUM","7289","1991","15","E","Y","METEOSAT 5 AKM","1991-015E","21904"
"1991-046D","21536","ROCKET BODY","SL-12 R/B(2)","CIS","1991-07-01","TTMTR","","1426.71","14.58","35651","35555","","","0","LARGE","7288","1991","46","D","Y","SL-12 R/B(2)","1991-046D","21536"
"1991-054B","21639","PAYLOAD","TDRS 5","US","1991-08-02","AFETR","","1436.16","14.30","35911","35665","","","0","LARGE","7288","1991","54","B","Y","TDRS 5","1991-054B","21639"
"1991-054D","21641","ROCKET BODY","IUS R/B(2)","US","1991-08-02","AFETR","","1435.65","15.99","35932","35624","","","0","LARGE","7289","1991","54","D","Y","IUS R/B(2)","1991-054D","21641"
"1991-064A","21702","PAYLOAD","COSMOS 2155","CIS","1991-09-13","TTMTR","","1435.07","14.83","35792","35741","","","0","LARGE","7288","1991","64","A","Y","COSMOS 2155","1991-064A","21702"
"1991-079A","21789","PAYLOAD","COSMOS 2172","CIS","1991-11-22","TTMTR","","1435.63","14.84","35814","35741","","","0","LARGE","7288","1991","79","A","Y","COSMOS 2172","1991-079A","21789"
"1991-080D","21807","ROCKET BODY","IUS R/B(2)","US","1991-11-24","AFETR","","1421.82","14.78","35605","35409","","","0","","7289","1991","80","D","Y","IUS R/B(2)","1991-080D","21807"
"1991-087A","21821","PAYLOAD","RADUGA 28","CIS","1991-12-19","TTMTR","","1437.35","14.88","35840","35782","","","0","LARGE","7287","1991","87","A","Y","RADUGA 28","1991-087A","21821"
"1992-017D","21925","ROCKET BODY","SL-12 R/B(2)","CIS","1992-04-02","TTMTR","","1424.56","14.61","35672","35449","","","0","LARGE","7289","1992","17","D","Y","SL-12 R/B(2)","1992-017D","21925"
"1992-037C","22011","ROCKET BODY","IABS R/B","US","1992-07-02","AFETR","","1416.62","14.23","35507","35302","","","0","","7289","1992","37","C","Y","IABS R/B","1992-037C","22011"
"1992-041A","22027","PAYLOAD","INSAT 2A","IND","1992-07-09","FRGUI","","1437.66","14.84","35840","35795","","","0","LARGE","7289","1992","41","A","Y","INSAT 2A","1992-041A","22027"
"1992-059A","22112","PAYLOAD","COSMOS 2209","CIS","1992-09-10","TTMTR","","1434.49","14.94","35803","35707","","","0","LARGE","7287","1992","59","A","Y","COSMOS 2209","1992-059A","22112"
"1992-074A","22210","PAYLOAD","EKRAN 20","CIS","1992-10-30","TTMTR","","1435.36","14.87","35793","35752","","","0","LARGE","7289","1992","74","A","Y","EKRAN 20","1992-074A","22210"
"1992-074D","22213","ROCKET BODY","SL-12 R/B(2)","CIS","1992-10-30","TTMTR","","1423.70","14.57","35642","35446","","","0","LARGE","7288","1992","74","D","Y","SL-12 R/B(2)","1992-074D","22213"
